passenger_id,arrival_us,origin_floor,destination_floor,segment_id
164,163000000,1,20,up_peak_fixed
165,164000000,1,21,up_peak_fixed
166,165000000,1,22,up_peak_fixed
167,166000000,1,23,up_peak_fixed
168,167000000,1,24,up_peak_fixed
169,168000000,1,25,up_peak_fixed
170,169000000,1,26,up_peak_fixed
171,170000000,1,27,up_peak_fixed
172,171000000,1,28,up_peak_fixed
173,172000000,1,29,up_peak_fixed
174,173000000,1,30,up_peak_fixed
175,174000000,1,2,up_peak_fixed
176,175000000,1,3,up_peak_fixed
177,176000000,1,4,up_peak_fixed
178,177000000,1,5,up_peak_fixed
179,178000000,1,6,up_peak_fixed
180,179000000,1,7,up_peak_fixed
181,180000000,1,8,up_peak_fixed
182,181000000,1,9,up_peak_fixed
183,182000000,1,10,up_peak_fixed
184,183000000,1,11,up_peak_fixed
185,184000000,1,12,up_peak_fixed
186,185000000,1,13,up_peak_fixed
187,186000000,1,14,up_peak_fixed
188,187000000,1,15,up_peak_fixed
189,188000000,1,16,up_peak_fixed
190,189000000,1,17,up_peak_fixed
191,190000000,1,18,up_peak_fixed
192,191000000,1,19,up_peak_fixed
193,192000000,1,20,up_peak_fixed
194,193000000,1,21,up_peak_fixed
195,194000000,1,22,up_peak_fixed
196,195000000,1,23,up_peak_fixed
197,196000000,1,24,up_peak_fixed
198,197000000,1,25,up_peak_fixed
199,198000000,1,26,up_peak_fixed
200,199000000,1,27,up_peak_fixed
201,200000000,1,28,up_peak_fixed
202,201000000,1,29,up_peak_fixed
203,202000000,1,30,up_peak_fixed
204,203000000,1,2,up_peak_fixed
205,204000000,1,3,up_peak_fixed
206,205000000,1,4,up_peak_fixed
207,206000000,1,5,up_peak_fixed
208,207000000,1,6,up_peak_fixed
209,208000000,1,7,up_peak_fixed
210,209000000,1,8,up_peak_fixed
211,210000000,1,9,up_peak_fixed
212,211000000,1,10,up_peak_fixed
213,212000000,1,11,up_peak_fixed
214,213000000,1,12,up_peak_fixed
215,214000000,1,13,up_peak_fixed
216,215000000,1,14,up_peak_fixed
217,216000000,1,15,up_peak_fixed
218,217000000,1,16,up_peak_fixed
219,218000000,1,17,up_peak_fixed
220,219000000,1,18,up_peak_fixed
221,220000000,1,19,up_peak_fixed
222,221000000,1,20,up_peak_fixed
223,222000000,1,21,up_peak_fixed
224,223000000,1,22,up_peak_fixed
225,224000000,1,23,up_peak_fixed
226,225000000,1,24,up_peak_fixed
227,226000000,1,25,up_peak_fixed
228,227000000,1,26,up_peak_fixed
229,228000000,1,27,up_peak_fixed
230,229000000,1,28,up_peak_fixed
231,230000000,1,29,up_peak_fixed
232,231000000,1,30,up_peak_fixed
233,232000000,1,2,up_peak_fixed
234,233000000,1,3,up_peak_fixed
235,234000000,1,4,up_peak_fixed
236,235000000,1,5,up_peak_fixed
237,236000000,1,6,up_peak_fixed
238,237000000,1,7,up_peak_fixed
239,238000000,1,8,up_peak_fixed
240,239000000,1,9,up_peak_fixed
241,240000000,1,10,up_peak_fixed
242,241000000,1,11,up_peak_fixed
243,242000000,1,12,up_peak_fixed
244,243000000,1,13,up_peak_fixed
245,244000000,1,14,up_peak_fixed
246,245000000,1,15,up_peak_fixed
247,246000000,1,16,up_peak_fixed
248,247000000,1,17,up_peak_fixed
249,248000000,1,18,up_peak_fixed
250,249000000,1,19,up_peak_fixed
251,250000000,1,20,up_peak_fixed
252,251000000,1,21,up_peak_fixed
253,252000000,1,22,up_peak_fixed
254,253000000,1,23,up_peak_fixed
255,254000000,1,24,up_peak_fixed
256,255000000,1,25,up_peak_fixed
257,256000000,1,26,up_peak_fixed
258,257000000,1,27,up_peak_fixed
259,258000000,1,28,up_peak_fixed
260,259000000,1,29,up_peak_fixed
261,260000000,1,30,up_peak_fixed
262,261000000,1,2,up_peak_fixed
263,262000000,1,3,up_peak_fixed
264,263000000,1,4,up_peak_fixed
265,264000000,1,5,up_peak_fixed
266,265000000,1,6,up_peak_fixed
267,266000000,1,7,up_peak_fixed
268,267000000,1,8,up_peak_fixed
269,268000000,1,9,up_peak_fixed
270,269000000,1,10,up_peak_fixed
271,270000000,1,11,up_peak_fixed
272,271000000,1,12,up_peak_fixed
273,272000000,1,13,up_peak_fixed
274,273000000,1,14,up_peak_fixed
275,274000000,1,15,up_peak_fixed
276,275000000,1,16,up_peak_fixed
277,276000000,1,17,up_peak_fixed
278,277000000,1,18,up_peak_fixed
279,278000000,1,19,up_peak_fixed
280,279000000,1,20,up_peak_fixed
281,280000000,1,21,up_peak_fixed
282,281000000,1,22,up_peak_fixed
283,282000000,1,23,up_peak_fixed
284,283000000,1,24,up_peak_fixed
285,284000000,1,25,up_peak_fixed
286,285000000,1,26,up_peak_fixed
287,286000000,1,27,up_peak_fixed
288,287000000,1,28,up_peak_fixed
289,288000000,1,29,up_peak_fixed
290,289000000,1,30,up_peak_fixed
291,290000000,1,2,up_peak_fixed
292,291000000,1,3,up_peak_fixed
293,292000000,1,4,up_peak_fixed
294,293000000,1,5,up_peak_fixed
295,294000000,1,6,up_peak_fixed
296,295000000,1,7,up_peak_fixed
297,296000000,1,8,up_peak_fixed
298,297000000,1,9,up_peak_fixed
299,298000000,1,10,up_peak_fixed
300,299000000,1,11,up_peak_fixed
