passenger_id,arrival_us,origin_floor,destination_floor,segment_id
72,71000000,15,1,down_peak_fixed
73,72000000,16,1,down_peak_fixed
74,73000000,17,1,down_peak_fixed
75,74000000,18,1,down_peak_fixed
76,75000000,19,1,down_peak_fixed
77,76000000,20,1,down_peak_fixed
78,77000000,21,1,down_peak_fixed
79,78000000,22,1,down_peak_fixed
80,79000000,23,1,down_peak_fixed
81,80000000,24,1,down_peak_fixed
82,81000000,25,1,down_peak_fixed
83,82000000,26,1,down_peak_fixed
84,83000000,27,1,down_peak_fixed
85,84000000,28,1,down_peak_fixed
86,85000000,29,1,down_peak_fixed
87,86000000,30,1,down_peak_fixed
88,87000000,2,1,down_peak_fixed
89,88000000,3,1,down_peak_fixed
90,89000000,4,1,down_peak_fixed
91,90000000,5,1,down_peak_fixed
92,91000000,6,1,down_peak_fixed
93,92000000,7,1,down_peak_fixed
94,93000000,8,1,down_peak_fixed
95,94000000,9,1,down_peak_fixed
96,95000000,10,1,down_peak_fixed
97,96000000,11,1,down_peak_fixed
98,97000000,12,1,down_peak_fixed
99,98000000,13,1,down_peak_fixed
100,99000000,14,1,down_peak_fixed
101,100000000,15,1,down_peak_fixed
102,101000000,16,1,down_peak_fixed
103,102000000,17,1,down_peak_fixed
104,103000000,18,1,down_peak_fixed
105,104000000,19,1,down_peak_fixed
106,105000000,20,1,down_peak_fixed
107,106000000,21,1,down_peak_fixed
108,107000000,22,1,down_peak_fixed
109,108000000,23,1,down_peak_fixed
110,109000000,24,1,down_peak_fixed
111,110000000,25,1,down_peak_fixed
112,111000000,26,1,down_peak_fixed
113,112000000,27,1,down_peak_fixed
114,113000000,28,1,down_peak_fixed
115,114000000,29,1,down_peak_fixed
116,115000000,30,1,down_peak_fixed
117,116000000,2,1,down_peak_fixed
118,117000000,3,1,down_peak_fixed
119,118000000,4,1,down_peak_fixed
120,119000000,5,1,down_peak_fixed
121,120000000,6,1,down_peak_fixed
122,121000000,7,1,down_peak_fixed
123,122000000,8,1,down_peak_fixed
124,123000000,9,1,down_peak_fixed
125,124000000,10,1,down_peak_fixed
126,125000000,11,1,down_peak_fixed
127,126000000,12,1,down_peak_fixed
128,127000000,13,1,down_peak_fixed
129,128000000,14,1,down_peak_fixed
130,129000000,15,1,down_peak_fixed
131,130000000,16,1,down_peak_fixed
132,131000000,17,1,down_peak_fixed
133,132000000,18,1,down_peak_fixed
134,133000000,19,1,down_peak_fixed
135,134000000,20,1,down_peak_fixed
136,135000000,21,1,down_peak_fixed
137,136000000,22,1,down_peak_fixed
138,137000000,23,1,down_peak_fixed
139,138000000,24,1,down_peak_fixed
140,139000000,25,1,down_peak_fixed
141,140000000,26,1,down_peak_fixed
142,141000000,27,1,down_peak_fixed
143,142000000,28,1,down_peak_fixed
144,143000000,29,1,down_peak_fixed
145,144000000,30,1,down_peak_fixed
146,145000000,2,1,down_peak_fixed
147,146000000,3,1,down_peak_fixed
148,147000000,4,1,down_peak_fixed
149,148000000,5,1,down_peak_fixed
150,149000000,6,1,down_peak_fixed
151,150000000,7,1,down_peak_fixed
152,151000000,8,1,down_peak_fixed
153,152000000,9,1,down_peak_fixed
154,153000000,10,1,down_peak_fixed
155,154000000,11,1,down_peak_fixed
156,155000000,12,1,down_peak_fixed
157,156000000,13,1,down_peak_fixed
158,157000000,14,1,down_peak_fixed
159,158000000,15,1,down_peak_fixed
160,159000000,16,1,down_peak_fixed
161,160000000,17,1,down_peak_fixed
162,161000000,18,1,down_peak_fixed
163,162000000,19,1,down_peak_fixed
164,163000000,20,1,down_peak_fixed
165,164000000,21,1,down_peak_fixed
166,165000000,22,1,down_peak_fixed
167,166000000,23,1,down_peak_fixed
168,167000000,24,1,down_peak_fixed
169,168000000,25,1,down_peak_fixed
170,169000000,26,1,down_peak_fixed
171,170000000,27,1,down_peak_fixed
172,171000000,28,1,down_peak_fixed
173,172000000,29,1,down_peak_fixed
174,173000000,30,1,down_peak_fixed
175,174000000,2,1,down_peak_fixed
176,175000000,3,1,down_peak_fixed
177,176000000,4,1,down_peak_fixed
178,177000000,5,1,down_peak_fixed
179,178000000,6,1,down_peak_fixed
180,179000000,7,1,down_peak_fixed
181,180000000,8,1,down_peak_fixed
182,181000000,9,1,down_peak_fixed
183,182000000,10,1,down_peak_fixed
184,183000000,11,1,down_peak_fixed
185,184000000,12,1,down_peak_fixed
186,185000000,13,1,down_peak_fixed
187,186000000,14,1,down_peak_fixed
188,187000000,15,1,down_peak_fixed
189,188000000,16,1,down_peak_fixed
190,189000000,17,1,down_peak_fixed
191,190000000,18,1,down_peak_fixed
192,191000000,19,1,down_peak_fixed
193,192000000,20,1,down_peak_fixed
194,193000000,21,1,down_peak_fixed
195,194000000,22,1,down_peak_fixed
196,195000000,23,1,down_peak_fixed
197,196000000,24,1,down_peak_fixed
198,197000000,25,1,down_peak_fixed
199,198000000,26,1,down_peak_fixed
200,199000000,27,1,down_peak_fixed
201,200000000,28,1,down_peak_fixed
202,201000000,29,1,down_peak_fixed
203,202000000,30,1,down_peak_fixed
204,203000000,2,1,down_peak_fixed
205,204000000,3,1,down_peak_fixed
206,205000000,4,1,down_peak_fixed
207,206000000,5,1,down_peak_fixed
208,207000000,6,1,down_peak_fixed
209,208000000,7,1,down_peak_fixed
210,209000000,8,1,down_peak_fixed
211,210000000,9,1,down_peak_fixed
212,211000000,10,1,down_peak_fixed
213,212000000,11,1,down_peak_fixed
214,213000000,12,1,down_peak_fixed
215,214000000,13,1,down_peak_fixed
216,215000000,14,1,down_peak_fixed
217,216000000,15,1,down_peak_fixed
218,217000000,16,1,down_peak_fixed
219,218000000,17,1,down_peak_fixed
220,219000000,18,1,down_peak_fixed
221,220000000,19,1,down_peak_fixed
222,221000000,20,1,down_peak_fixed
223,222000000,21,1,down_peak_fixed
224,223000000,22,1,down_peak_fixed
225,224000000,23,1,down_peak_fixed
226,225000000,24,1,down_peak_fixed
227,226000000,25,1,down_peak_fixed
228,227000000,26,1,down_peak_fixed
229,228000000,27,1,down_peak_fixed
230,229000000,28,1,down_peak_fixed
231,230000000,29,1,down_peak_fixed
232,231000000,30,1,down_peak_fixed
233,232000000,2,1,down_peak_fixed
234,233000000,3,1,down_peak_fixed
235,234000000,4,1,down_peak_fixed
236,235000000,5,1,down_peak_fixed
237,236000000,6,1,down_peak_fixed
238,237000000,7,1,down_peak_fixed
239,238000000,8,1,down_peak_fixed
240,239000000,9,1,down_peak_fixed
241,240000000,10,1,down_peak_fixed
242,241000000,11,1,down_peak_fixed
243,242000000,12,1,down_peak_fixed
244,243000000,13,1,down_peak_fixed
245,244000000,14,1,down_peak_fixed
246,245000000,15,1,down_peak_fixed
247,246000000,16,1,down_peak_fixed
248,247000000,17,1,down_peak_fixed
249,248000000,18,1,down_peak_fixed
250,249000000,19,1,down_peak_fixed
251,250000000,20,1,down_peak_fixed
252,251000000,21,1,down_peak_fixed
253,252000000,22,1,down_peak_fixed
254,253000000,23,1,down_peak_fixed
255,254000000,24,1,down_peak_fixed
256,255000000,25,1,down_peak_fixed
257,256000000,26,1,down_peak_fixed
258,257000000,27,1,down_peak_fixed
259,258000000,28,1,down_peak_fixed
260,259000000,29,1,down_peak_fixed
261,260000000,30,1,down_peak_fixed
262,261000000,2,1,down_peak_fixed
263,262000000,3,1,down_peak_fixed
264,263000000,4,1,down_peak_fixed
265,264000000,5,1,down_peak_fixed
266,265000000,6,1,down_peak_fixed
267,266000000,7,1,down_peak_fixed
268,267000000,8,1,down_peak_fixed
269,268000000,9,1,down_peak_fixed
270,269000000,10,1,down_peak_fixed
271,270000000,11,1,down_peak_fixed
272,271000000,12,1,down_peak_fixed
273,272000000,13,1,down_peak_fixed
274,273000000,14,1,down_peak_fixed
275,274000000,15,1,down_peak_fixed
276,275000000,16,1,down_peak_fixed
277,276000000,17,1,down_peak_fixed
278,277000000,18,1,down_peak_fixed
279,278000000,19,1,down_peak_fixed
280,279000000,20,1,down_peak_fixed
281,280000000,21,1,down_peak_fixed
282,281000000,22,1,down_peak_fixed
283,282000000,23,1,down_peak_fixed
284,283000000,24,1,down_peak_fixed
285,284000000,25,1,down_peak_fixed
286,285000000,26,1,down_peak_fixed
287,286000000,27,1,down_peak_fixed
288,287000000,28,1,down_peak_fixed
289,288000000,29,1,down_peak_fixed
290,289000000,30,1,down_peak_fixed
291,290000000,2,1,down_peak_fixed
292,291000000,3,1,down_peak_fixed
293,292000000,4,1,down_peak_fixed
294,293000000,5,1,down_peak_fixed
295,294000000,6,1,down_peak_fixed
296,295000000,7,1,down_peak_fixed
297,296000000,8,1,down_peak_fixed
298,297000000,9,1,down_peak_fixed
299,298000000,10,1,down_peak_fixed
300,299000000,11,1,down_peak_fixed
